movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor
High School Musical 3: Senior Year ,4.5,2008,90556401,11000000.00,723,Central America,Family,profit
High School Musical 3: Senior Year ,4.5,2008,90556401,11000000.00,723,Central America,Music,profit
High School Musical 3: Senior Year ,4.5,2008,90556401,11000000.00,723,Central America,Musical,profit
High School Musical 3: Senior Year ,4.5,2008,90556401,11000000.00,723,Central America,Romance,profit
Soul Plane ,4.4,2004,13922211,16000000.00,-13,Central America,Comedy,loss
Hustle & Flow ,7.4,2005,22201636,8000000.00,178,Central America,Crime,profit
Hustle & Flow ,7.4,2005,22201636,8000000.00,178,Central America,Drama,profit
Hustle & Flow ,7.4,2005,22201636,8000000.00,178,Central America,Music,profit
Shade ,6.4,2003,10696,6800000.00,-100,Central America,Crime,loss
Shade ,6.4,2003,10696,6800000.00,-100,Central America,Thriller,loss
Vamps ,5.1,2012,2964,16000000.00,-100,Central America,Comedy,loss
Vamps ,5.1,2012,2964,16000000.00,-100,Central America,Horror,loss
Vamps ,5.1,2012,2964,16000000.00,-100,Central America,Romance,loss
The Homesman ,6.6,2014,2428883,16000000.00,-85,Central America,Drama,loss
The Homesman ,6.6,2014,2428883,16000000.00,-85,Central America,Western,loss
Cruel Intentions ,6.9,1999,38201895,10500000.00,264,Central America,Drama,profit
Cruel Intentions ,6.9,1999,38201895,10500000.00,264,Central America,Romance,profit
Beverly Hills Cop ,7.3,1984,234760500,14000000.00,1577,Central America,Action,profit
Beverly Hills Cop ,7.3,1984,234760500,14000000.00,1577,Central America,Comedy,profit
Beverly Hills Cop ,7.3,1984,234760500,14000000.00,1577,Central America,Crime,profit
3 Men and a Baby ,5.9,1987,167780960,11000000.00,1425,Central America,Comedy,profit
3 Men and a Baby ,5.9,1987,167780960,11000000.00,1425,Central America,Drama,profit
3 Men and a Baby ,5.9,1987,167780960,11000000.00,1425,Central America,Family,profit
Invaders from Mars ,5.5,1986,4884663,12000000.00,-59,Central America,Horror,loss
Invaders from Mars ,5.5,1986,4884663,12000000.00,-59,Central America,Sci-Fi,loss
Roger & Me ,7.5,1989,6706368,160000.00,4091,Central America,Documentary,profit
A Haunted House ,5.1,2013,40041683,2500000.00,1502,Central America,Comedy,profit
A Haunted House ,5.1,2013,40041683,2500000.00,1502,Central America,Fantasy,profit
2016: Obama's America ,5.1,2012,33349949,2500000.00,1234,Central America,Documentary,profit
That Thing You Do! ,6.9,1996,25809813,26000000.00,-1,Central America,Comedy,loss
That Thing You Do! ,6.9,1996,25809813,26000000.00,-1,Central America,Drama,loss
That Thing You Do! ,6.9,1996,25809813,26000000.00,-1,Central America,Music,loss
Tomcats ,5.3,2001,13558739,11000000.00,23,Central America,Comedy,profit
The Yellow Handkerchief ,6.8,2008,317040,15500000.00,-98,Central America,Drama,loss
The Yellow Handkerchief ,6.8,2008,317040,15500000.00,-98,Central America,Romance,loss
The Lords of Salem ,5.1,2012,1163508,2500000.00,-53,Central America,Drama,loss
The Lords of Salem ,5.1,2012,1163508,2500000.00,-53,Central America,Fantasy,loss
The Lords of Salem ,5.1,2012,1163508,2500000.00,-53,Central America,Horror,loss
The Lords of Salem ,5.1,2012,1163508,2500000.00,-53,Central America,Thriller,loss
Lars and the Real Girl ,7.4,2007,5949693,12000000.00,-50,Central America,Comedy,loss
Lars and the Real Girl ,7.4,2007,5949693,12000000.00,-50,Central America,Drama,loss
Lars and the Real Girl ,7.4,2007,5949693,12000000.00,-50,Central America,Romance,loss
Before Sunrise ,8.1,1995,5400000,2500000.00,116,Central America,Drama,profit
Before Sunrise ,8.1,1995,5400000,2500000.00,116,Central America,Romance,profit
Army of Darkness ,7.6,1992,11501093,13000000.00,-12,Central America,Comedy,loss
Army of Darkness ,7.6,1992,11501093,13000000.00,-12,Central America,Fantasy,loss
Army of Darkness ,7.6,1992,11501093,13000000.00,-12,Central America,Horror,loss
Robot & Frank ,7.1,2012,3325638,2500000.00,33,Central America,Comedy,profit
Robot & Frank ,7.1,2012,3325638,2500000.00,33,Central America,Crime,profit
Robot & Frank ,7.1,2012,3325638,2500000.00,33,Central America,Drama,profit
Robot & Frank ,7.1,2012,3325638,2500000.00,33,Central America,Sci-Fi,profit
Gun Shy ,5.7,2000,1631839,10000000.00,-84,Central America,Comedy,loss
Gun Shy ,5.7,2000,1631839,10000000.00,-84,Central America,Crime,loss
Gun Shy ,5.7,2000,1631839,10000000.00,-84,Central America,Romance,loss
Bad Grandpa ,6.6,2013,101978840,15000000.00,580,Central America,Comedy,profit
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990,333658,34000.00,881,Central America,Comedy,profit
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990,333658,34000.00,881,Central America,Family,profit
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990,333658,34000.00,881,Central America,Musical,profit
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990,333658,34000.00,881,Central America,Romance,profit
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,7.1,1990,333658,34000.00,881,Central America,Short,profit
Beetlejuice ,7.5,1988,73326666,15000000.00,389,Central America,Comedy,profit
Beetlejuice ,7.5,1988,73326666,15000000.00,389,Central America,Fantasy,profit
Why Did I Get Married? ,5.6,2007,55184721,15000000.00,268,Central America,Comedy,profit
Why Did I Get Married? ,5.6,2007,55184721,15000000.00,268,Central America,Drama,profit
Little Women ,7.3,1994,50003300,15000000.00,233,Central America,Drama,profit
Little Women ,7.3,1994,50003300,15000000.00,233,Central America,Family,profit
Little Women ,7.3,1994,50003300,15000000.00,233,Central America,Romance,profit
Dodgeball: A True Underdog Story ,6.7,2004,114324072,20000000.00,472,Central America,Comedy,profit
Dodgeball: A True Underdog Story ,6.7,2004,114324072,20000000.00,472,Central America,Sport,profit
Eye of the Dolphin ,5.7,2006,71904,2500000.00,-97,Central America,Comedy,loss
Eye of the Dolphin ,5.7,2006,71904,2500000.00,-97,Central America,Drama,loss
Eye of the Dolphin ,5.7,2006,71904,2500000.00,-97,Central America,Family,loss
8: The Mormon Proposition ,7.1,2010,99851,2500000.00,-96,Central America,Documentary,loss
Wag the Dog ,7.1,1997,43022524,15000000.00,187,Central America,Comedy,profit
Wag the Dog ,7.1,1997,43022524,15000000.00,187,Central America,Drama,profit
The Lizzie McGuire Movie ,5.3,2003,42672630,17000000.00,151,Central America,Adventure,profit
The Lizzie McGuire Movie ,5.3,2003,42672630,17000000.00,151,Central America,Comedy,profit
The Lizzie McGuire Movie ,5.3,2003,42672630,17000000.00,151,Central America,Family,profit
The Lizzie McGuire Movie ,5.3,2003,42672630,17000000.00,151,Central America,Music,profit
The Lizzie McGuire Movie ,5.3,2003,42672630,17000000.00,151,Central America,Romance,profit
Snitch ,6.5,2013,42919096,15000000.00,186,Central America,Action,profit
Snitch ,6.5,2013,42919096,15000000.00,186,Central America,Drama,profit
Snitch ,6.5,2013,42919096,15000000.00,186,Central America,Thriller,profit
Krampus ,6.2,2015,42592530,15000000.00,184,Central America,Comedy,profit
Krampus ,6.2,2015,42592530,15000000.00,184,Central America,Fantasy,profit
Krampus ,6.2,2015,42592530,15000000.00,184,Central America,Horror,profit
Get on the Bus ,6.8,1996,5731103,2400000.00,139,Central America,Drama,profit
Get on the Bus ,6.8,1996,5731103,2400000.00,139,Central America,History,profit
Cop Land ,6.9,1997,44886089,10000000.00,349,Central America,Crime,profit
Cop Land ,6.9,1997,44886089,10000000.00,349,Central America,Drama,profit
Cop Land ,6.9,1997,44886089,10000000.00,349,Central America,Thriller,profit
The Wood ,6.9,1999,25047631,6000000.00,317,Central America,Comedy,profit
The Wood ,6.9,1999,25047631,6000000.00,317,Central America,Drama,profit
The Wood ,6.9,1999,25047631,6000000.00,317,Central America,Romance,profit
End of Watch ,7.7,2012,40983001,7000000.00,485,Central America,Crime,profit
End of Watch ,7.7,2012,40983001,7000000.00,485,Central America,Drama,profit
End of Watch ,7.7,2012,40983001,7000000.00,485,Central America,Thriller,profit
Aloha ,5.4,2015,20991497,37000000.00,-43,Central America,Comedy,loss
Aloha ,5.4,2015,20991497,37000000.00,-43,Central America,Drama,loss
Aloha ,5.4,2015,20991497,37000000.00,-43,Central America,Romance,loss
The Skulls ,5.6,2000,35007180,15000000.00,133,Central America,Action,profit
The Skulls ,5.6,2000,35007180,15000000.00,133,Central America,Crime,profit
The Skulls ,5.6,2000,35007180,15000000.00,133,Central America,Drama,profit
The Skulls ,5.6,2000,35007180,15000000.00,133,Central America,Thriller,profit
September Dawn ,5.8,2007,1066555,11000000.00,-90,Central America,Drama,loss
September Dawn ,5.8,2007,1066555,11000000.00,-90,Central America,History,loss
September Dawn ,5.8,2007,1066555,11000000.00,-90,Central America,Romance,loss
September Dawn ,5.8,2007,1066555,11000000.00,-90,Central America,Western,loss
Malibu's Most Wanted ,5.1,2003,34308901,16000000.00,114,Central America,Comedy,profit
Malibu's Most Wanted ,5.1,2003,34308901,16000000.00,114,Central America,Crime,profit
Where the Heart Is ,6.8,2000,33771174,15000000.00,125,Central America,Comedy,profit
Where the Heart Is ,6.8,2000,33771174,15000000.00,125,Central America,Drama,profit
Where the Heart Is ,6.8,2000,33771174,15000000.00,125,Central America,Romance,profit
Saw III ,6.2,2006,80150343,10000000.00,702,Central America,Horror,profit
Saw III ,6.2,2006,80150343,10000000.00,702,Central America,Mystery,profit
Halloween II ,4.9,2009,33386128,15000000.00,123,Central America,Horror,profit
Bring It On ,5.9,2000,68353550,10000000.00,584,Central America,Comedy,profit
Bring It On ,5.9,2000,68353550,10000000.00,584,Central America,Sport,profit
The Toxic Avenger Part II ,5.1,1989,792966,2300000.00,-66,Central America,Action,loss
The Toxic Avenger Part II ,5.1,1989,792966,2300000.00,-66,Central America,Comedy,loss
The Toxic Avenger Part II ,5.1,1989,792966,2300000.00,-66,Central America,Horror,loss
The Toxic Avenger Part II ,5.1,1989,792966,2300000.00,-66,Central America,Sci-Fi,loss
The Wedding Date ,6.1,2005,31585300,15000000.00,111,Central America,Comedy,profit
The Wedding Date ,6.1,2005,31585300,15000000.00,111,Central America,Romance,profit
Halloween: Resurrection ,4.1,2002,30259652,15000000.00,102,Central America,Comedy,profit
Halloween: Resurrection ,4.1,2002,30259652,15000000.00,102,Central America,Horror,profit
Halloween: Resurrection ,4.1,2002,30259652,15000000.00,102,Central America,Thriller,profit
Clash of the Titans ,5.8,2010,163192114,125000000.00,31,Central America,Action,profit
Clash of the Titans ,5.8,2010,163192114,125000000.00,31,Central America,Adventure,profit
Clash of the Titans ,5.8,2010,163192114,125000000.00,31,Central America,Fantasy,profit
Gossip ,5.9,2000,5108820,24000000.00,-79,Central America,Drama,loss
Gossip ,5.9,2000,5108820,24000000.00,-79,Central America,Mystery,loss
Gossip ,5.9,2000,5108820,24000000.00,-79,Central America,Thriller,loss
The Great Debaters ,7.6,2007,30226144,15000000.00,102,Central America,Biography,profit
The Great Debaters ,7.6,2007,30226144,15000000.00,102,Central America,Drama,profit
Drive ,7.8,2011,35054909,15000000.00,134,Central America,Crime,profit
Drive ,7.8,2011,35054909,15000000.00,134,Central America,Drama,profit
200 Cigarettes ,5.9,1999,6851636,6000000.00,14,Central America,Comedy,profit
200 Cigarettes ,5.9,1999,6851636,6000000.00,14,Central America,Drama,profit
200 Cigarettes ,5.9,1999,6851636,6000000.00,14,Central America,Romance,profit
Bottle Rocket ,7.1,1996,1040879,7000000.00,-85,Central America,Comedy,loss
Bottle Rocket ,7.1,1996,1040879,7000000.00,-85,Central America,Crime,loss
Bottle Rocket ,7.1,1996,1040879,7000000.00,-85,Central America,Drama,loss
Happy Gilmore ,7,1996,38624000,12000000.00,222,Central America,Comedy,profit
Happy Gilmore ,7,1996,38624000,12000000.00,222,Central America,Sport,profit
City Island ,7.4,2009,6670712,6000000.00,11,Central America,Comedy,profit
City Island ,7.4,2009,6670712,6000000.00,11,Central America,Drama,profit
Bill & Ted's Excellent Adventure ,6.9,1989,40485039,10000000.00,305,Central America,Adventure,profit
Bill & Ted's Excellent Adventure ,6.9,1989,40485039,10000000.00,305,Central America,Comedy,profit
Bill & Ted's Excellent Adventure ,6.9,1989,40485039,10000000.00,305,Central America,Music,profit
Bill & Ted's Excellent Adventure ,6.9,1989,40485039,10000000.00,305,Central America,Sci-Fi,profit
Love & Basketball ,7.2,2000,27441122,15000000.00,83,Central America,Drama,profit
Love & Basketball ,7.2,2000,27441122,15000000.00,83,Central America,Romance,profit
Love & Basketball ,7.2,2000,27441122,15000000.00,83,Central America,Sport,profit
Grosse Pointe Blank ,7.4,1997,28014536,15000000.00,87,Central America,Action,profit
Grosse Pointe Blank ,7.4,1997,28014536,15000000.00,87,Central America,Comedy,profit
Grosse Pointe Blank ,7.4,1997,28014536,15000000.00,87,Central America,Crime,profit
Grosse Pointe Blank ,7.4,1997,28014536,15000000.00,87,Central America,Romance,profit
Grosse Pointe Blank ,7.4,1997,28014536,15000000.00,87,Central America,Thriller,profit
Me and You and Everyone We Know ,7.4,2005,3885134,2000000.00,94,Central America,Comedy,profit
Me and You and Everyone We Know ,7.4,2005,3885134,2000000.00,94,Central America,Drama,profit
Brokeback Mountain ,7.7,2005,83025853,14000000.00,493,Central America,Drama,profit
Brokeback Mountain ,7.7,2005,83025853,14000000.00,493,Central America,Romance,profit
The Craft ,6.2,1996,24881000,15000000.00,66,Central America,Drama,profit
The Craft ,6.2,1996,24881000,15000000.00,66,Central America,Fantasy,profit
The Craft ,6.2,1996,24881000,15000000.00,66,Central America,Horror,profit
The Craft ,6.2,1996,24881000,15000000.00,66,Central America,Thriller,profit
Hedwig and the Angry Inch ,7.8,2001,3029081,6000000.00,-50,Central America,Comedy,loss
Hedwig and the Angry Inch ,7.8,2001,3029081,6000000.00,-50,Central America,Drama,loss
Hedwig and the Angry Inch ,7.8,2001,3029081,6000000.00,-50,Central America,Music,loss
Hedwig and the Angry Inch ,7.8,2001,3029081,6000000.00,-50,Central America,Musical,loss
Ramona and Beezus ,6.7,2010,26161406,15000000.00,74,Central America,Adventure,profit
Ramona and Beezus ,6.7,2010,26161406,15000000.00,74,Central America,Comedy,profit
Ramona and Beezus ,6.7,2010,26161406,15000000.00,74,Central America,Family,profit
Ramona and Beezus ,6.7,2010,26161406,15000000.00,74,Central America,Fantasy,profit
Shattered Glass ,7.2,2003,2207975,6000000.00,-63,Central America,Drama,loss
Shattered Glass ,7.2,2003,2207975,6000000.00,-63,Central America,History,loss
Novocaine ,5.8,2001,2025238,6000000.00,-66,Central America,Comedy,loss
Novocaine ,5.8,2001,2025238,6000000.00,-66,Central America,Crime,loss
Novocaine ,5.8,2001,2025238,6000000.00,-66,Central America,Drama,loss
Novocaine ,5.8,2001,2025238,6000000.00,-66,Central America,Thriller,loss
Nowhere to Run ,5.5,1993,22189039,15000000.00,48,Central America,Action,profit
Nowhere to Run ,5.5,1993,22189039,15000000.00,48,Central America,Crime,profit
Nowhere to Run ,5.5,1993,22189039,15000000.00,48,Central America,Drama,profit
Nowhere to Run ,5.5,1993,22189039,15000000.00,48,Central America,Romance,profit
Nowhere to Run ,5.5,1993,22189039,15000000.00,48,Central America,Thriller,profit
Flicka ,6.2,2006,20998709,15000000.00,40,Central America,Adventure,profit
Flicka ,6.2,2006,20998709,15000000.00,40,Central America,Drama,profit
Flicka ,6.2,2006,20998709,15000000.00,40,Central America,Family,profit
Sicko ,8,2007,24530513,9000000.00,173,Central America,Documentary,profit
Sicko ,8,2007,24530513,9000000.00,173,Central America,Drama,profit
Urban Legends: Final Cut ,4.1,2000,21468807,14000000.00,53,Central America,Horror,profit
Urban Legends: Final Cut ,4.1,2000,21468807,14000000.00,53,Central America,Mystery,profit
Urban Legends: Final Cut ,4.1,2000,21468807,14000000.00,53,Central America,Thriller,profit
Tuck Everlasting ,6.7,2002,19158074,15000000.00,28,Central America,Drama,profit
Tuck Everlasting ,6.7,2002,19158074,15000000.00,28,Central America,Family,profit
Tuck Everlasting ,6.7,2002,19158074,15000000.00,28,Central America,Fantasy,profit
Tuck Everlasting ,6.7,2002,19158074,15000000.00,28,Central America,Romance,profit
The Marine ,4.7,2006,18843314,20000000.00,-6,Central America,Action,loss
The Marine ,4.7,2006,18843314,20000000.00,-6,Central America,Drama,loss
The Marine ,4.7,2006,18843314,20000000.00,-6,Central America,Thriller,loss
Keanu ,6.4,2016,20566327,15000000.00,37,Central America,Action,profit
Keanu ,6.4,2016,20566327,15000000.00,37,Central America,Comedy,profit
House of D ,7,2004,371081,6000000.00,-94,Central America,Comedy,loss
House of D ,7,2004,371081,6000000.00,-94,Central America,Drama,loss
Deadfall ,6.3,2012,65804,12000000.00,-99,Central America,Crime,loss
Deadfall ,6.3,2012,65804,12000000.00,-99,Central America,Drama,loss
Deadfall ,6.3,2012,65804,12000000.00,-99,Central America,Thriller,loss
The Place Beyond the Pines ,7.3,2012,21383298,15000000.00,43,Central America,Crime,profit
The Place Beyond the Pines ,7.3,2012,21383298,15000000.00,43,Central America,Drama,profit
The Place Beyond the Pines ,7.3,2012,21383298,15000000.00,43,Central America,Thriller,profit
The November Man ,6.3,2014,24984868,15000000.00,67,Central America,Action,profit
The November Man ,6.3,2014,24984868,15000000.00,67,Central America,Crime,profit
The November Man ,6.3,2014,24984868,15000000.00,67,Central America,Thriller,profit
The Missing Person ,6.2,2009,17580,1500000.00,-99,Central America,Drama,loss
The Hurt Locker ,7.6,2008,15700000,15000000.00,5,Central America,Drama,profit
The Hurt Locker ,7.6,2008,15700000,15000000.00,5,Central America,History,profit
The Hurt Locker ,7.6,2008,15700000,15000000.00,5,Central America,Thriller,profit
The Hurt Locker ,7.6,2008,15700000,15000000.00,5,Central America,War,profit
Gracie ,6.2,2007,2955039,9000000.00,-67,Central America,Biography,loss
Gracie ,6.2,2007,2955039,9000000.00,-67,Central America,Drama,loss
Gracie ,6.2,2007,2955039,9000000.00,-67,Central America,Sport,loss
The Fourth Kind ,5.9,2009,25464480,10000000.00,155,Central America,Mystery,profit
The Fourth Kind ,5.9,2009,25464480,10000000.00,155,Central America,Sci-Fi,profit
The Fourth Kind ,5.9,2009,25464480,10000000.00,155,Central America,Thriller,profit
Freddy Got Fingered ,4.5,2001,14249005,15000000.00,-5,Central America,Comedy,loss
The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2008,12701880,15000000.00,-15,Central America,Adventure,loss
The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2008,12701880,15000000.00,-15,Central America,Animation,loss
The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2008,12701880,15000000.00,-15,Central America,Comedy,loss
The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2008,12701880,15000000.00,-15,Central America,Family,loss
Skyline ,4.4,2010,21371425,10000000.00,114,Central America,Action,profit
Skyline ,4.4,2010,21371425,10000000.00,114,Central America,Sci-Fi,profit
Skyline ,4.4,2010,21371425,10000000.00,114,Central America,Thriller,profit
Idlewild ,6.2,2006,12549485,15000000.00,-16,Central America,Crime,loss
Idlewild ,6.2,2006,12549485,15000000.00,-16,Central America,Drama,loss
Idlewild ,6.2,2006,12549485,15000000.00,-16,Central America,Musical,loss
Idlewild ,6.2,2006,12549485,15000000.00,-16,Central America,Romance,loss
One Day ,7,2011,13766014,15000000.00,-8,Central America,Drama,loss
One Day ,7,2011,13766014,15000000.00,-8,Central America,Romance,loss
Whip It ,6.9,2009,13034417,15000000.00,-13,Central America,Drama,loss
Whip It ,6.9,2009,13034417,15000000.00,-13,Central America,Sport,loss
Confidence ,6.7,2003,12212417,15000000.00,-19,Central America,Crime,loss
Confidence ,6.7,2003,12212417,15000000.00,-19,Central America,Thriller,loss
The Muse ,5.6,1999,11614236,15000000.00,-23,Central America,Comedy,loss
De-Lovely ,6.6,2004,13337299,20000000.00,-33,Central America,Biography,loss
De-Lovely ,6.6,2004,13337299,20000000.00,-33,Central America,Drama,loss
De-Lovely ,6.6,2004,13337299,20000000.00,-33,Central America,Music,loss
De-Lovely ,6.6,2004,13337299,20000000.00,-33,Central America,Musical,loss
New York Stories ,6.4,1989,10763469,15000000.00,-28,Central America,Comedy,loss
New York Stories ,6.4,1989,10763469,15000000.00,-28,Central America,Drama,loss
New York Stories ,6.4,1989,10763469,15000000.00,-28,Central America,Romance,loss
Wrong Turn ,6.1,2003,15417771,12600000.00,22,Central America,Horror,profit
Wrong Turn ,6.1,2003,15417771,12600000.00,22,Central America,Thriller,profit
The Man with the Iron Fists ,5.4,2012,15608545,15000000.00,4,Central America,Action,profit
Home Fries ,5,1998,10443316,15000000.00,-30,Central America,Comedy,loss
Home Fries ,5,1998,10443316,15000000.00,-30,Central America,Drama,loss
Home Fries ,5,1998,10443316,15000000.00,-30,Central America,Romance,loss
Here on Earth ,5.1,2000,10494147,15000000.00,-30,Central America,Drama,loss
Here on Earth ,5.1,2000,10494147,15000000.00,-30,Central America,Romance,loss
The Greatest Movie Ever Sold ,6.6,2011,638476,1500000.00,-57,Central America,Comedy,loss
The Greatest Movie Ever Sold ,6.6,2011,638476,1500000.00,-57,Central America,Documentary,loss
Two Can Play That Game ,6.1,2001,22235901,6000000.00,271,Central America,Comedy,profit
Two Can Play That Game ,6.1,2001,22235901,6000000.00,271,Central America,Romance,profit
The Big Lebowski ,8.2,1998,17439163,15000000.00,16,Central America,Comedy,profit
The Big Lebowski ,8.2,1998,17439163,15000000.00,16,Central America,Crime,profit
Crazy/Beautiful ,6.5,2001,16929123,14000000.00,21,Central America,Drama,profit
Crazy/Beautiful ,6.5,2001,16929123,14000000.00,21,Central America,Romance,profit
The Gift ,7.1,2015,43771291,5000000.00,775,Central America,Mystery,profit
The Gift ,7.1,2015,43771291,5000000.00,775,Central America,Thriller,profit
A Mighty Heart ,6.7,2007,9172810,16000000.00,-43,Central America,Biography,loss
A Mighty Heart ,6.7,2007,9172810,16000000.00,-43,Central America,Drama,loss
A Mighty Heart ,6.7,2007,9172810,16000000.00,-43,Central America,History,loss
A Mighty Heart ,6.7,2007,9172810,16000000.00,-43,Central America,Thriller,loss
A Mighty Heart ,6.7,2007,9172810,16000000.00,-43,Central America,War,loss
Whatever It Takes ,5.5,2000,8735529,15000000.00,-42,Central America,Comedy,loss
Whatever It Takes ,5.5,2000,8735529,15000000.00,-42,Central America,Drama,loss
Whatever It Takes ,5.5,2000,8735529,15000000.00,-42,Central America,Romance,loss
Saw II ,6.6,2005,87025093,4000000.00,2076,Central America,Horror,profit
Saw II ,6.6,2005,87025093,4000000.00,2076,Central America,Mystery,profit
10 Cloverfield Lane ,7.3,2016,71897215,15000000.00,379,Central America,Drama,profit
10 Cloverfield Lane ,7.3,2016,71897215,15000000.00,379,Central America,Horror,profit
10 Cloverfield Lane ,7.3,2016,71897215,15000000.00,379,Central America,Mystery,profit
10 Cloverfield Lane ,7.3,2016,71897215,15000000.00,379,Central America,Sci-Fi,profit
10 Cloverfield Lane ,7.3,2016,71897215,15000000.00,379,Central America,Thriller,profit
Big Eyes ,7,2014,14479776,10000000.00,45,Central America,Biography,profit
Big Eyes ,7,2014,14479776,10000000.00,45,Central America,Crime,profit
Big Eyes ,7,2014,14479776,10000000.00,45,Central America,Drama,profit
Big Eyes ,7,2014,14479776,10000000.00,45,Central America,Romance,profit
Very Bad Things ,6.3,1998,9801782,10000000.00,-2,Central America,Comedy,loss
Very Bad Things ,6.3,1998,9801782,10000000.00,-2,Central America,Crime,loss
Very Bad Things ,6.3,1998,9801782,10000000.00,-2,Central America,Thriller,loss
Peeples ,5.3,2013,9123834,15000000.00,-39,Central America,Comedy,loss
Peeples ,5.3,2013,9123834,15000000.00,-39,Central America,Romance,loss
Ouija ,4.4,2014,50820940,5000000.00,916,Central America,Fantasy,profit
Ouija ,4.4,2014,50820940,5000000.00,916,Central America,Horror,profit
Post Grad ,5.3,2009,6373693,15000000.00,-58,Central America,Comedy,loss
Post Grad ,5.3,2009,6373693,15000000.00,-58,Central America,Romance,loss
The Gift ,7.1,2015,43771291,5000000.00,775,Central America,Mystery,profit
The Gift ,7.1,2015,43771291,5000000.00,775,Central America,Thriller,profit
Dawn of the Dead ,7.4,2004,58885635,26000000.00,126,Central America,Action,profit
Dawn of the Dead ,7.4,2004,58885635,26000000.00,126,Central America,Horror,profit
Dawn of the Dead ,7.4,2004,58885635,26000000.00,126,Central America,Thriller,profit
Waitress ,7.1,2007,19067631,2000000.00,853,Central America,Comedy,profit
Waitress ,7.1,2007,19067631,2000000.00,853,Central America,Drama,profit
Waitress ,7.1,2007,19067631,2000000.00,853,Central America,Romance,profit
Bloodsport ,6.8,1988,11806119,1100000.00,973,Central America,Action,profit
Bloodsport ,6.8,1988,11806119,1100000.00,973,Central America,Biography,profit
Bloodsport ,6.8,1988,11806119,1100000.00,973,Central America,Drama,profit
Bloodsport ,6.8,1988,11806119,1100000.00,973,Central America,Sport,profit
American History X ,8.6,1998,6712241,7500000.00,-11,Central America,Crime,loss
American History X ,8.6,1998,6712241,7500000.00,-11,Central America,Drama,loss
Monster ,7.3,2003,34468224,4500000.00,666,Central America,Biography,profit
Monster ,7.3,2003,34468224,4500000.00,666,Central America,Crime,profit
Monster ,7.3,2003,34468224,4500000.00,666,Central America,Drama,profit
Monster ,7.3,2003,34468224,4500000.00,666,Central America,Thriller,profit
Idle Hands ,6.2,1999,4002955,20000000.00,-80,Central America,Comedy,loss
Idle Hands ,6.2,1999,4002955,20000000.00,-80,Central America,Fantasy,loss
Idle Hands ,6.2,1999,4002955,20000000.00,-80,Central America,Horror,loss
Idle Hands ,6.2,1999,4002955,20000000.00,-80,Central America,Thriller,loss
Kissing Jessica Stein ,6.7,2001,7022940,1000000.00,602,Central America,Comedy,profit
Kissing Jessica Stein ,6.7,2001,7022940,1000000.00,602,Central America,Drama,profit
Kissing Jessica Stein ,6.7,2001,7022940,1000000.00,602,Central America,Romance,profit
You Will Meet a Tall Dark Stranger ,6.3,2010,3247816,22000000.00,-85,Central America,Comedy,loss
You Will Meet a Tall Dark Stranger ,6.3,2010,3247816,22000000.00,-85,Central America,Drama,loss
You Will Meet a Tall Dark Stranger ,6.3,2010,3247816,22000000.00,-85,Central America,Romance,loss
Deuces Wild ,5.6,2002,6044618,10000000.00,-40,Central America,Action,loss
Deuces Wild ,5.6,2002,6044618,10000000.00,-40,Central America,Crime,loss
Deuces Wild ,5.6,2002,6044618,10000000.00,-40,Central America,Drama,loss
Bad Words ,6.7,2013,7764027,10000000.00,-22,Central America,Comedy,loss
Bad Words ,6.7,2013,7764027,10000000.00,-22,Central America,Drama,loss
Black or White ,6.6,2014,21569041,9000000.00,140,Central America,Drama,profit
Crazy in Alabama ,6.3,1999,1954202,15000000.00,-87,Central America,Comedy,loss
Crazy in Alabama ,6.3,1999,1954202,15000000.00,-87,Central America,Crime,loss
Crazy in Alabama ,6.3,1999,1954202,15000000.00,-87,Central America,Drama,loss
Rescue Dawn ,7.3,2006,5484375,10000000.00,-45,Central America,Adventure,loss
Rescue Dawn ,7.3,2006,5484375,10000000.00,-45,Central America,Biography,loss
Rescue Dawn ,7.3,2006,5484375,10000000.00,-45,Central America,Drama,loss
Rescue Dawn ,7.3,2006,5484375,10000000.00,-45,Central America,War,loss
The Believer ,7.2,2001,406035,1500000.00,-73,Central America,Drama,loss
Saints and Soldiers ,6.8,2003,1310270,780000.00,68,Central America,Action,profit
Saints and Soldiers ,6.8,2003,1310270,780000.00,68,Central America,Adventure,profit
Saints and Soldiers ,6.8,2003,1310270,780000.00,68,Central America,Drama,profit
Saints and Soldiers ,6.8,2003,1310270,780000.00,68,Central America,War,profit
Things to Do in Denver When You're Dead ,6.8,1995,529766,7000000.00,-92,Central America,Crime,loss
Things to Do in Denver When You're Dead ,6.8,1995,529766,7000000.00,-92,Central America,Drama,loss
